"ah fâcheuses nouvelles pour un cœur amoureux !dures extrémités où je me vois réduit !tu viens","oui."
"j'ai ouï dire octave que votre sexe aime moins longtemps que le nôtre  et que les ardeurs que les hommes font voir sont des feux qui s'éteignent aussi facilement qu'ils naissent.","ah ! ma chère hyacinte mon cœur n'est donc pas fait comme celui des autres hommes  et je sens bien pour moi que je vous aimerai jusqu'au tombeau."
"je veux croire que vous sentez ce que vous dites  et je ne doute point que vos paroles ne soient sincères   mais je crains un pouvoir qui combattra dans votre cœur les tendres sentiments que vous pouvez avoir pour moi.vous dépendez d'un père","non belle hyacinte il n'y a point de père qui puisse me contraindre à vous manquer de foi  et je me résoudrai à quitter mon pays  et le jour même s'il est besoin"
"qui veut vous marier à une autre personne  et je suis sûre que je mourrai","plutôt qu'à vous quitter.j'ai déjà pris sans l'avoir vue une aversion effroyable pour celle que l'on me destine   et sans être cruel je souhaiterais que la mer l'écartât d'ici pour jamais.ne pleurez donc point"
"je veux croire que vous sentez ce que vous dites  et je ne doute point que vos paroles ne soient sincères   mais je crains un pouvoir qui combattra dans votre cœur les tendres sentiments que vous pouvez avoir pour moi.vous dépendez d'un père","je vous prie mon aimable hyacinte car vos larmes me tuent  et je ne les puis voir sans me sentir percer le cœur."
"puisque vous le voulez je veux bien essuyer mes pleurs  et j'attendrai d'un œil constant ce qu'il plaira au ciel de résoudre de moi.","le ciel nous sera favorable."
"il ne saurait m'être contraire, si vous m'êtes fidèle.","je le serai assurément."
"je serai donc heureuse.","elle n'est pas tant sotte, ma foi, et je la trouve assez passable."
"voici un homme qui pourrait bien, s'il le voulait, nous être dans tous nos besoins, d'un secours merveilleux.","j'ai fait de grands serments de ne me mêler plus du monde ; mais si vous m'en priez bien fort tous deux, peut-être…"
"ah s'il ne tient qu'à te prier bien fort pour obtenir ton aide je te conjure de tout mon cœur de prendre la conduite de notre barque.","et vous, ne me dites-vous rien ?"
"je vous conjure, à son exemple, par tout ce qui vous est le plus cher au monde, de vouloir servir notre amour.","il faut se laisser vaincre, et avoir de l'humanité.allez, je veux m'employer pour vous."
"crois que…","chut.allez-vous-en vous, et soyez en repos.et vous, préparez-vous à soutenir avec fermeté l'abord de votre père."
"je t'avoue que cet abord me fait trembler par avance, et j'ai une timidité naturelle que je ne saurais vaincre.","il faut pourtant paraître ferme au premier choc de peur que sur votre faiblesse il ne prenne le pied de vous mener comme un enfant.là tâchez de vous composer par étude.un peu de hardiesse  et songez à répondre résolument sur tout ce qu'il pourra vous dire."
"je ferai du mieux que je pourrai.","çà essayons un peu pour vous accoutumer.répétons un peu votre rôle  et voyons si vous ferez bien.allons.la mine résolue la tête haute"
"comme cela ?","encore un peu davantage."
"ainsi ?","bon.imaginez-vous que je suis votre père qui arrive  et répondez-moi fermement comme si c'était à lui-même.comment pendard vaurien infâme fils indigne d'un père comme moi oses-tu bien paraître devant mes yeux après tes bons déportements"
"ainsi ?","après le lâche tour que tu m'as joué pendant mon absence ?est-ce là le fruit de mes soins maraud est-ce là le fruit de mes soins ? le respect qui m'est dû ?"
"ainsi ?","le respect que tu me conserves ?allons donc.tu as l'insolence fripon de t'engager sans le consentement de ton père  de contracter un mariage clandestin ?réponds-moi"
"ainsi ?","coquin réponds-moi.voyons un peu tes belles raisons.oh ! que diable"
"c'est que je m'imagine que c'est mon père que j'entends.","eh oui.c'est par cette raison qu'il ne faut pas être comme un innocent."
"je m'en vais prendre plus de résolution, et je répondrai fermement.","assurément ?"
"assurément.","voilà votre père qui vient."
"ô ciel ! je suis perdu.","holà, octave, demeurez.octave.le voilà enfui.quelle pauvre espèce d'homme !ne laissons pas d'attendre le vieillard."
"que lui dirai-je ?","laisse-moi dire, moi, et ne fais que me suivre."
"a-t-on jamais ouï parler d'une action pareille à celle-là ?","il a déjà appris l'affaire, et elle lui tient si fort en tête, que tout seul il en parle haut."
"voilà une témérité bien grande !","écoutons-le un peu."
"je voudrais bien savoir ce qu'ils me pourront dire sur ce beau mariage.","nous y avons songé."
"tâcheront-ils de me nier la chose ?","non, nous n'y pensons pas."
"ou s'ils entreprendront de l'excuser ?","celui-là se pourra faire."
"prétendront-ils m'amuser par des contes en l'air ?","peut-être."
"tous leurs discours seront inutiles.","nous allons voir."
"ils ne m'en donneront point à garder.","ne jurons de rien."
"je saurai mettre mon pendard de fils en lieu de sûreté.","nous y pourvoirons."
"et pour le coquin de silvestre, je le rouerai de coups.","j'étais bien étonné s'il m'oubliait."
"ah, ah, vous voilà donc, sage gouverneur de famille, beau directeur de jeunes gens.","monsieur, je suis ravi de vous voir de retour."
"bonjour scapin vous avez suivi mes ordres vraiment d'une belle manière  et mon fils s'est comporté fort sagement pendant mon absence.","vous vous portez bien, à ce que je vois ?"
"assez bien. à silvestre.","votre voyage a-t-il été bon ?"
"tu ne dis mot, coquin, tu ne dis mot.","votre voyage a-t-il été bon ?"
"mon dieu, fort bon.laisse-moi un peu quereller en repos.","vous voulez quereller ?"
"oui, je veux quereller.","et qui, monsieur ?"
"ce maraud-là.","pourquoi ?"
"tu n'as pas ouï parler de ce qui s'est passé dans mon absence ?","j'ai bien ouï parler de quelque petite chose."
"comment quelque petite chose !une action de cette nature ?","vous avez quelque raison."
"une hardiesse pareille à celle-là ?","cela est vrai."
"un fils qui se marie sans le consentement de son père ?","oui, il y a quelque chose à dire à cela.mais je serais d'avis que vous ne fissiez point de bruit."
"je ne suis pas de c et avis moi  et je veux faire du bruit tout mon soûl.quoi tu ne trouves pas que j'ai tous les sujets du monde d'être en colère ?","si fait j'y ai d'abord été moi lorsque j'ai su la chose  et je me suis intéressé pour vous jusqu'à quereller votre fils.demandez-lui un peu quelles belles réprimandes je lui ai faites"
"je ne suis pas de c et avis moi  et je veux faire du bruit tout mon soûl.quoi tu ne trouves pas que j'ai tous les sujets du monde d'être en colère ?"," et comme je l'ai chapitré sur le peu de respect qu'il gardait à un père dont il devait baiser les pas ?on ne peut pas lui mieux parler"
"je ne suis pas de c et avis moi  et je veux faire du bruit tout mon soûl.quoi tu ne trouves pas que j'ai tous les sujets du monde d'être en colère ?","quand ce serait vous-même. mais quoi je me suis rendu à la raison  et j'ai considéré que dans le fond il n'a pas tant de tort qu'on pourrait croire."
"que me viens-tu conter ?il n'a pas tant de tort de s'aller marier de but en blanc avec une inconnue ?","que voulez-vous, il y a été poussé par sa destinée."
"ah, ah voici une raison la plus belle du monde.on n'a plus qu'à commettre tous les crimes imaginables tromper voler assassiner  et dire pour excuse qu'on y a été poussé par sa destinée.","mon dieu vous prenez mes paroles trop en philosophe.je veux dire qu'il s'est trouvé fatalement engagé dans cette affaire."
"et pourquoi s'y engageait-il ?","voulez-vous qu'il soit aussi sage que vous ?les jeunes gens sont jeunes  et n'ont pas toute la prudence qu'il leur faudrait pour ne rien faire que de raisonnable "
"et pourquoi s'y engageait-il ?","témoin notre léandre qui malgré toutes mes leçons malgré toutes mes remontrances est allé faire de son côté pis encore que votre fils.je voudrais bien savoir si vous-même n'avez pas été jeune"
"et pourquoi s'y engageait-il ?"," et n'avez pas dans votre temps fait des fredaines comme les autres.j'ai ouï dire moi que vous avez été autrefois un compagnon parmi les femmes"
"et pourquoi s'y engageait-il ?","que vous faisiez de votre drôle avec les plus galantes de ce temps-là  et que vous n'en approchiez point que vous ne poussassiez à bout."
"cela est vrai.j'en demeure d'accord  mais je m'en suis toujours tenu à la galanterie","que vouliez-vous qu'il fît ?il voit une jeune personne qui lui veut du bien (car il tient cela de vous d'être aimé de toutes les femmes).il la trouve charmante.il lui rend des visites "
"cela est vrai.j'en demeure d'accord  mais je m'en suis toujours tenu à la galanterie","lui conte des douceurs soupire galamment fait le passionné.elle se rend à sa poursuite.il pousse sa fortune.le voilà surpris avec elle par ses parents"
"l'habile fourbe que voilà !","eussiez-vous voulu qu'il se fût laissé tuer ?il vaut mieux encore être marié, qu'être mort."
"on ne m'a pas dit que l'affaire se soit ainsi passée.","demandez-lui plutôt. il ne vous dira pas le contraire."
"c'est par force qu'il a été marié ?","oui, monsieur."
"voudrais-je vous mentir ?","il devait donc aller tout aussitôt protester de violence chez un notaire."
"c'est ce qu'il n'a pas voulu faire.","cela m'aurait donné plus de facilité à rompre ce mariage."
"rompre ce mariage !","oui."
"vous ne le romprez point.","je ne le romprai point ?"
"non.","quoi, je n'aurai pas pour moi les droits de père, et la raison de la violence qu'on a faite à mon fils ?"
"c'est une chose dont il ne demeurera pas d'accord.","il n'en demeurera pas d'accord ?"
"non.","mon fils ?"
"votre fils.voulez-vous qu'il confesse qu'il ait été capable de crainte  et que ce soit par force qu'on lui ait fait faire les choses ?il n'a garde d'aller avouer cela.ce serait se faire tort","je me moque de cela."
"il faut, pour son honneur, et pour le vôtre, qu'il dise dans le monde, que c'est de bon gré qu'il l'a épousée.","et je veux moi, pour mon honneur et pour le sien, qu'il dise le contraire."
"non, je suis sûr qu'il ne le fera pas.","je l'y forcerai bien."
"il ne le fera pas, vous dis-je.","il le fera, ou je le déshériterai."
"vous ?","moi."
"bon.","comment, bon ?"
"vous ne le déshériterez point.","je ne le déshériterai point ?"
"non.","non ?"
"non.","hoy. voici qui est plaisant.je ne déshériterai pas mon fils."
"non, vous dis-je.","qui m'en empêchera ?"
"vous-même.","moi ?"
"oui.vous n'aurez pas ce cœur-là.","je l'aurai."
"vous vous moquez.","je ne me moque point."
"la tendresse paternelle fera son office.","elle ne fera rien."
"oui, oui.","je vous dis que cela sera."
"bagatelles.","il ne faut point dire bagatelles."
"mon dieu, je vous connais, vous êtes bon naturellement.","je ne suis point bon  et je suis méchant quand je veux.finissons ce discours qui m'échauffe la bile.va-t'en pendard va-t'en me chercher mon fripon tandis que j'ira rejoindre le seigneur géronte"
"monsieur, si je vous puis être utile en quelque chose, vous n'avez qu'à me commander.","je vous remercie.ah pourquoi faut-il qu'il soit fils unique ! et que n'ai-je à cette heure la fille que le ciel m'a ôtée pour la faire mon héritière !"
"j'avoue que tu es un grand homme  et voilà l'affaire en bon train   mais l'argent d'autre part nous presse pour notre subsistance","laisse-moi faire la machine est trouvée.je cherche seulement dans ma tête un homme qui nous soit affidé pour jouer un personnage dont j'ai besoin.attends.tiens-toi un peu.enfonce ton bonn"
" et nous avons de tous côtés des gens qui aboient après nous.","et en méchant garçon.campe-toi sur un pied.mets la main au côté.fais les yeux furibonds.marche un peu en roi de théâtre.voilà qui est bien.suis-moi.j'ai des secrets pour déguiser ton visage"
"je te conjure au moins, de ne m'aller point brouiller avec la justice.","va va  nous partagerons les périls en frères   et trois ans de galère de plus"
"oui sans doute par le temps qu'il fait nous aurons ici nos gens aujourd'hui   et un matelot qui vient de tarente m'a assuré qu'il avait vu mon homme qui était près de s'embarquer.","ne vous mettez pas en peine ; je vous réponds de renverser tout cet obstacle, et j'y vais travailler de ce pas."
"mais l'arrivée de ma fille trouvera les choses mal disposées à ce que nous nous proposions  et ce que vous venez de m'apprendre de votre fils rompt étrangement les mesures que nous avions prises ensemble.","ne vous mettez pas en peine ; je vous réponds de renverser tout cet obstacle, et j'y vais travailler de ce pas."
"ma foi seigneur argante voulez-vous que je vous dise  l'éducation des enfants est une chose à quoi il faut s'attacher fortement.","sans doute.à quel propos cela ?"
"à propos de ce que les mauvais déportements des jeunes gens viennent le plus souvent de la mauvaise éducation que leurs pères leur donnent.","cela arrive parfois.mais que voulez-vous dire par là ?"
"ce que je veux dire par là ?","oui."
"que si vous aviez en brave père, bien morigéné votre fils, il ne vous aurait pas joué le tour qu'il vous a fait.","fort bien.de sorte donc que vous avez bien mieux moriginé le vôtre ?"
"sans doute, et je serais bien fâché qu'il m'eût rien fait approchant de cela.","et si ce fils que vous avez, en brave père, si bien morigéné, avait fait pis encore que le mien ; eh ?"
"comment ?","comment ?"
"qu'est-ce que cela veut dire ?","cela veut dire seigneur géronte qu'il ne faut pas être si prompt à condamner la conduite des autres   et que ceux qui veulent gloser doivent bien regarder chez eux s'il n'y a rien qui cloche."
"je n'entends point cette énigme.","on vous l'expliquera."
"est-ce que vous auriez ouï dire quelque chose de mon fils ?","cela se peut faire."
"et quoi encore ?","votre scapin dans mon dépit ne m'a dit la chose qu'en gros   et vous pourrez de lui ou de quelque autre être instruit du détail.pour moi je vais vite consulter un avocat"
"que pourrait-ce être que cette affaire-ci ?pis encore que le sien !pour moi je ne vois pas ce que l'on peut faire de pis  et je trouve que se marier sans le consentement de son père","ah ! mon père, que j'ai de joie de vous voir de retour !"
"est une action qui passe tout ce qu'on peut s'imaginer.ah vous voilà.","ah ! mon père, que j'ai de joie de vous voir de retour !"
"doucement.parlons un peu d'affaire.","souffrez que je vous embrasse, et que…"
"doucement, vous dis-je.","quoi, vous me refusez, mon père, de vous exprimer mon transport par mes embrassements ?"
"oui, nous avons quelque chose à démêler ensemble.","et quoi ?"
"tenez-vous, que je vous vois en face.","comment ?"
"regardez-moi entre deux yeux.","hé bien ?"
"qu'est-ce donc qu'il s'est passé ici ?","ce qui s'est passé ?"
"oui.qu'avez-vous fait dans mon absence ?","que voulez-vous, mon père, que j'ai fait ?"
"ce n'est pas moi qui veux que vous ayez fait, mais qui demande ce que c'est que vous avez fait.","moi, je n'ai fait aucune chose dont vous ayez lieu de vous plaindre."
"aucune chose ?","non."
"vous êtes bien résolu.","c'est que je suis sûr de mon innocence."
"scapin pourtant a dit de vos nouvelles.","scapin !"
"ah, ah, ce mot vous fait rougir.","il vous a dit quelque chose de moi ?"
"ce lieu n'est pas tout à fait propre à vider cette affaire  et nous allons l'examiner ailleurs.qu'on se rende au logis. j'y vais revenir tout à l'heure.ah !traître s'il faut que tu me déshonores","me trahir de cette manière !un coquin qui doit par cent raisons être le premier à cacher les choses que je lui confie est le premier à les aller découvrir à mon père.ah ! je jure le ciel"
"je te renonce pour mon fils  et tu peux bien pour ja mais te résoudre à fuir de ma présence.","me trahir de cette manière !un coquin qui doit par cent raisons être le premier à cacher les choses que je lui confie est le premier à les aller découvrir à mon père.ah ! je jure le ciel"
"mon cher scapin que ne dois-je point à tes soins !que tu es un homme admirable !","ah, ah, vous voilà.je suis ravi de vous trouver, monsieur le coquin."
"monsieur, votre serviteur.c'est trop d'honneur que vous me faites.","vous faites le méchant plaisant.ah ! je vous apprendrai…"
"monsieur.","ah, léandre."
"non, octave, ne me retenez point, je vous prie.","eh, monsieur."
"de grâce.","laissez-moi contenter mon ressentiment."
"au nom de l'amitié, léandre, ne le maltraitez point.","monsieur, que vous ai-je fait ?"
"ce que tu m'as fait, traître ?","eh doucement."
"non octave je veux qu'il me confesse lui-même tout à l'heure la perfidie qu'il m'a faite.oui coquin je sais le trait que tu m'as joué on vient de me l'apprendre ","ah ! monsieur, auriez-vous bien ce cœur-là ?"
" et tu ne croyais pas peut-être que l'on me dût révéler ce secret :  mais je veux en avoir la confession de ta propre bouche ou je vais te passer cette épée au travers du corps.","ah ! monsieur, auriez-vous bien ce cœur-là ?"
"parle donc.","je vous ai fait quelque chose, monsieur ?"
"oui, coquin, et ta conscience ne te dit que trop ce que c'est.","je vous assure que je l'ignore."
"tu l'ignores !","léandre."
"hé bien monsieur puisque vous le voulez je vous confesse que j'ai bu avec mes amis ce petit quartaut de vin d'espagne dont on vous fit présent il y a quelques jours   et que c'est moi qui fis une fente au tonneau  et répandis de l'eau autour","c'est toi pendard qui m'as bu mon vin d'espagne  et qui as été cause que j'ai tant querellé la servante"
"oui, monsieur, je vous en demande pardon.","je suis bien aise d'apprendre cela ; mais ce n'est pas l'affaire dont il est question maintenant."
"ce n'est pas cela, monsieur ?","non, c'est une autre affaire qui me touche bien plus, et je veux que tu me la dises."
"monsieur, je ne me souviens pas d'avoir fait autre chose.","tu ne veux pas parler ?"
"eh.","tout doux."
"oui monsieur il est vrai qu'il y a trois semaines que vous m'envoyâtes porter le soir une petite montre à la jeune égyptienne que vous aimez.je revins au logis mes habits tout couverts de boue","c'est toi qui as retenu ma montre ?"
" et le visage plein de sang  et vous dis que j'avais trouvé des voleurs qui m'avaient bien battu  et m'avaient dérobé la montre.c'était moi monsieur qui l'avais retenue.","c'est toi qui as retenu ma montre ?"
"oui, monsieur, afin de voir quelle heure il est.","ah ah j'apprends ici de jolies choses  et j'ai un serviteur fort fidèle vraiment."
"ce n'est pas cela ?","non, infâme, c'est autre chose encore que je veux que tu me confesses."
"peste !","parle vite, j'ai hâte."
"monsieur, voilà tout ce que j'ai fait.","voilà tout ?"
"eh.","hé bien oui monsieur vous vous souvenez de ce loup-garou il y a six mois qui vous donna tant de coups de bâton la nuit  et vous pensa faire rompre le cou dans une cave où vous tombâtes en fuyant."
"hé bien ?","c'était moi, monsieur, qui faisais le loup-garou."
"c'était toi, traître, qui faisais le loup-garou ?","oui monsieur seulement pour vous faire peur  et vous ôter l'envie de nous faire courir toutes les nuits comme vous aviez de coutume."
"je saurai me souvenir en temps et lieu de tout ce que je viens d'apprendre. mais je veux venir au fait  et que tu me confesses ce que tu as dit à mon père.","à votre père ?"
"oui, fripon, à mon père.","je ne l'ai pas seulement vu depuis son retour."
"tu ne l'as pas vu ?","non, monsieur."
"assurément.","assurément.c'est une chose que je vais vous faire dire par lui-même."
"c'est de sa bouche que je le tiens pourtant.","avec votre permission, il n'a pas dit la vérité."
"monsieur, je vous apporte une nouvelle qui est fâcheuse pour votre amour.","comment ?"
"vos égyptiens sont sur le point de vous enlever zerbinette  et elle-même les larmes aux yeux m'a chargé de venir promptement vous dire","dans deux heures ?"
"que si dans deux heures vous ne songez à leur porter l'argent qu'il vous ont demandé pour elle","dans deux heures ?"
"dans deux heures.","ah ! mon pauvre scapin, j'implore ton secours."
"« ah ! mon pauvre scapin.je suis mon pauvre scapin à cette heure qu'on a besoin de moi.","va, je te pardonne tout ce que tu viens de me dire, et pis encore, si tu me l'as fait."
"non, non, ne me pardonnez rien.passez-moi votre épée au travers du corps.je serai ravi que vous me tuiez.","non.je te conjure plutôt de me donner la vie, en servant mon amour."
"point, point, vous ferez mieux de me tuer.","tu m'es trop précieux ; et je te prie de vouloir employer pour moi ce génie admirable, qui vient à bout de toute chose."
"non, tuez-moi, vous dis-je.","ah, de grâce, ne songe plus à tout cela, et pense à me donner le secours que je te demande."
"scapin, il faut faire quelque chose pour lui.","le moyen, après une avanie de la sorte ?"
"je te conjure d'oublier mon emportement, et de me prêter ton adresse.","je joins mes prières aux siennes."
"j'ai cette insulte-là sur le cœur.","il faut quitter ton ressentiment."
"voudrais-tu m'abandonner, scapin, dans la cruelle extrémité où se voit mon amour ?","me venir faire à l'improviste un affront comme celui-là !"
"j'ai tort, je le confesse.","me traiter de coquin, de fripon, de pendard, d'infâme !"
"j'en ai tous les regrets du monde.","me vouloir passer son épée au travers du corps !"
"je t'en demande pardon de tout mon cœur  et s'il ne tient qu'à me jeter à tes genoux tu m'y vois scapin pour te conjurer encore une fois de ne me point abandonner.","ah ! ma foi, scapin, il se faut rendre à cela."
"levez-vous.une autre fois ne soyez point si prompt.","me promets-tu de travailler pour moi ?"
"on y songera.","mais tu sais que le temps presse."
